activity_id,user_id,lesson_id,activity_type,timestamp
35461,68557,44784,completed,2024-01-02 07:14:00
35462,47663,24338,paused,2024-12-01 10:20:00
35463,9548,33277,completed,2023-03-28 10:26:00
35464,43019,8024,paused,2024-03-30 07:02:00
35465,35827,52284,revisited,2024-03-20 23:41:00
35466,4491,37875,started,2023-01-07 11:28:00
35467,69294,34126,revisited,2024-11-15 11:26:00
35468,24992,53522,started,2023-05-10 05:28:00
35469,77196,51112,completed,2024-10-30 12:28:00
35470,52942,49269,viewed,2023-06-17 19:17:00
35471,40213,33765,paused,2024-07-15 00:15:00
35472,18220,59347,viewed,2023-12-14 20:21:00
35473,35875,36858,completed,2023-06-19 15:54:00
35474,44104,70066,viewed,2024-10-02 03:10:00
35475,28774,49421,completed,2023-08-19 12:34:00
35476,20793,78562,completed,2023-09-04 05:21:00
35477,26129,63881,paused,2023-09-01 23:51:00
35478,35995,74854,revisited,2024-11-11 11:09:00
35479,70677,42179,revisited,2024-02-10 15:30:00
35480,10802,13218,completed,2024-09-12 05:17:00
35481,3689,23472,viewed,2023-05-24 06:20:00
35482,43438,14468,viewed,2024-04-03 23:32:00
35483,32938,14681,paused,2024-04-11 09:01:00
35484,51425,35072,completed,2024-10-27 10:06:00
35485,29624,73989,revisited,2023-02-01 21:44:00
35486,28893,29710,revisited,2024-01-13 02:08:00
35487,33361,15650,viewed,2023-06-22 01:02:00
35488,66250,24067,completed,2023-10-26 15:25:00
35489,8266,6662,paused,2023-08-17 04:08:00
35490,47185,14991,revisited,2024-10-23 06:18:00
35491,61010,41302,revisited,2023-02-05 19:42:00
35492,31361,71613,completed,2023-04-30 03:17:00
35493,66015,72137,completed,2024-03-21 15:39:00
35494,63685,66923,viewed,2024-08-28 21:12:00
35495,30371,34529,revisited,2024-02-04 07:44:00
35496,46060,17799,viewed,2024-08-15 01:35:00
35497,59861,71428,viewed,2023-08-18 07:46:00
35498,72333,3217,viewed,2023-01-17 06:47:00
35499,60559,30345,completed,2024-06-02 12:42:00
35500,68828,16295,paused,2023-02-19 22:06:00
35501,45926,27073,paused,2024-01-13 05:29:00
35502,26901,207,paused,2024-11-25 14:09:00
35503,51593,54482,viewed,2023-04-15 11:24:00
35504,61400,44687,revisited,2024-10-19 17:58:00
35505,79108,13166,viewed,2023-06-21 18:57:00
35506,75742,29092,revisited,2023-02-05 06:56:00
35507,73822,58799,completed,2023-03-09 06:03:00
35508,30644,67999,revisited,2023-08-20 20:05:00
35509,70406,9903,started,2024-02-06 21:22:00
35510,70847,69097,completed,2024-05-22 00:49:00
35511,69083,30785,paused,2024-06-25 14:55:00
35512,242,43170,revisited,2024-11-19 10:01:00
35513,42199,43885,completed,2023-12-27 22:07:00
35514,69302,7631,viewed,2023-09-17 20:02:00
35515,51314,3796,started,2024-04-11 08:09:00
35516,7235,50649,completed,2023-06-24 06:15:00
35517,68083,67295,revisited,2024-01-06 09:46:00
35518,15004,46464,completed,2023-09-11 13:22:00
35519,27595,56627,paused,2024-07-07 13:39:00
35520,43582,59436,paused,2023-01-02 09:11:00
35521,40179,76194,started,2023-01-22 06:58:00
35522,76460,17274,revisited,2023-03-16 06:20:00
35523,3299,22396,paused,2024-09-27 02:33:00
35524,40049,41384,revisited,2024-09-15 09:28:00
35525,29446,77775,started,2023-09-01 18:47:00
35526,19964,26075,started,2023-09-04 16:45:00
35527,46089,20976,revisited,2023-09-04 20:54:00
35528,70893,26102,revisited,2023-02-24 09:13:00
35529,32391,13842,revisited,2024-07-21 20:41:00
35530,2749,78084,paused,2024-08-14 15:45:00
35531,39797,22375,viewed,2024-08-25 20:31:00
35532,62041,41447,completed,2023-02-07 20:23:00
35533,74600,44563,started,2023-11-27 03:52:00
35534,26838,20947,completed,2024-09-29 20:51:00
35535,2639,36175,paused,2024-10-28 08:45:00
35536,11608,15763,paused,2024-02-01 06:36:00
35537,45546,59094,revisited,2023-07-06 22:00:00
35538,51659,48974,revisited,2023-01-08 20:50:00
35539,34484,64939,completed,2023-04-07 11:02:00
35540,47938,57642,completed,2023-01-07 05:00:00
35541,74070,46059,paused,2023-02-28 07:45:00
35542,12108,40017,started,2023-09-01 23:21:00
35543,61556,23597,started,2024-05-04 21:57:00
35544,15206,44005,completed,2023-07-11 10:58:00
35545,33474,10893,started,2023-12-21 04:50:00
35546,70758,8356,viewed,2023-05-25 03:31:00
35547,67481,44510,started,2024-01-16 07:57:00
35548,16072,76420,viewed,2024-03-01 08:49:00
35549,13262,48369,completed,2024-04-25 16:26:00
35550,79512,45478,started,2023-08-13 21:58:00
35551,17432,26750,revisited,2024-05-25 16:03:00
35552,34465,79251,revisited,2024-07-08 22:08:00
35553,32405,27249,completed,2024-11-27 13:14:00
35554,51137,39733,paused,2024-11-03 21:17:00
35555,24657,34126,viewed,2024-06-25 01:11:00
35556,33770,44694,viewed,2024-07-24 12:12:00
35557,46355,27533,paused,2024-04-28 23:25:00
35558,6787,15818,started,2024-06-18 04:02:00
35559,11887,75917,revisited,2024-02-20 20:48:00
35560,69431,22514,paused,2023-07-15 04:42:00
35561,49167,16341,started,2024-05-03 08:24:00
35562,6590,23043,started,2024-09-14 18:13:00
35563,4313,31506,started,2023-08-26 22:57:00
35564,6618,72066,paused,2024-02-02 03:00:00
35565,59559,26218,revisited,2023-12-16 15:09:00
35566,10495,76880,revisited,2024-02-11 21:17:00
35567,16224,48182,started,2024-04-18 12:48:00
35568,75672,28442,completed,2024-10-03 00:44:00
35569,33732,74371,started,2024-09-08 11:41:00
35570,4990,67995,viewed,2024-04-17 02:30:00
35571,12467,23692,completed,2024-02-11 03:46:00
35572,55523,31927,paused,2023-04-13 08:01:00
35573,56287,28884,started,2024-11-12 11:21:00
35574,78204,64781,viewed,2024-06-06 14:06:00
35575,38737,73050,started,2024-07-08 23:11:00
35576,48652,27317,started,2023-12-30 16:57:00
35577,5171,18939,paused,2024-08-09 11:29:00
35578,19269,40485,completed,2023-02-12 20:19:00
35579,58489,16222,paused,2024-02-13 07:09:00
35580,19,22418,revisited,2023-12-15 21:00:00
35581,75939,11975,started,2024-04-17 04:10:00
35582,47604,10481,paused,2024-10-27 16:13:00
35583,62950,33858,revisited,2023-02-20 12:48:00
35584,20766,14533,paused,2024-09-10 04:28:00
35585,4189,4415,viewed,2023-10-15 07:30:00
35586,58765,56761,viewed,2023-04-07 00:02:00
35587,40745,50842,started,2023-11-19 05:24:00
35588,14021,7076,paused,2023-02-20 03:47:00
35589,40698,39960,viewed,2024-10-05 01:03:00
35590,46879,31639,started,2024-03-11 22:42:00
35591,16562,75368,revisited,2023-07-19 08:04:00
35592,32178,60069,started,2024-06-26 21:49:00
35593,22920,12594,revisited,2024-10-25 15:41:00
35594,3339,76672,revisited,2024-06-30 12:41:00
35595,65955,29637,paused,2024-07-08 22:15:00
35596,29464,48577,paused,2023-03-17 21:09:00
35597,42000,64440,revisited,2023-06-27 04:04:00
35598,32139,32784,completed,2023-01-01 18:41:00
35599,39361,35513,viewed,2024-07-22 22:53:00
35600,30416,78274,revisited,2024-09-18 15:22:00
35601,3760,70685,completed,2024-08-28 16:11:00
35602,6509,38596,started,2023-06-11 18:28:00
35603,78526,34984,paused,2023-02-19 05:23:00
35604,64760,57446,completed,2024-06-02 04:58:00
35605,39424,34652,started,2024-04-27 07:22:00
35606,27706,40994,viewed,2024-07-26 11:45:00
35607,5088,64704,revisited,2024-01-24 10:32:00
35608,16155,62622,started,2023-08-20 17:21:00
35609,38772,49693,revisited,2024-06-30 10:06:00
35610,18879,60292,viewed,2024-09-20 08:31:00
35611,24553,52755,started,2024-10-26 21:18:00
35612,60990,26645,started,2023-01-30 15:35:00
35613,54736,75537,paused,2024-04-10 13:46:00
35614,49192,46305,started,2024-03-28 07:59:00
35615,50874,72445,revisited,2023-10-06 09:04:00
35616,64835,11650,revisited,2024-03-20 05:06:00
35617,43518,53737,completed,2024-10-19 17:22:00
35618,15743,2072,viewed,2024-04-04 03:30:00
35619,38323,29566,started,2024-06-26 03:54:00
35620,38163,41301,completed,2024-01-05 23:26:00
35621,18802,69038,started,2024-10-31 12:16:00
35622,39139,50841,paused,2024-01-29 17:43:00
35623,68475,3253,paused,2024-09-15 09:57:00
35624,1126,72450,revisited,2023-09-08 15:27:00
35625,47702,6295,completed,2023-01-03 10:35:00
35626,66057,30498,viewed,2024-05-13 10:14:00
35627,26041,22550,completed,2024-04-28 17:33:00
35628,14673,66266,started,2023-12-20 14:53:00
35629,5669,54114,viewed,2024-02-10 22:51:00
35630,59050,62963,completed,2023-01-11 04:55:00
35631,53688,4341,completed,2023-03-02 16:51:00
35632,46153,23013,paused,2024-11-23 16:45:00
35633,51110,29605,revisited,2024-10-15 14:22:00
35634,22032,9170,started,2023-12-22 00:12:00
35635,4502,41734,completed,2023-09-06 03:04:00
35636,60729,7557,viewed,2023-07-21 04:46:00
35637,53234,41686,viewed,2023-02-24 21:00:00
35638,12353,22548,paused,2024-09-18 09:27:00
35639,45125,17055,completed,2024-05-02 09:31:00
35640,24732,68920,completed,2024-01-13 01:07:00
35641,48822,23118,completed,2024-03-08 03:18:00
35642,67178,48109,started,2023-11-21 06:10:00
35643,27874,45125,started,2024-05-14 04:00:00
35644,75747,46943,viewed,2023-10-23 15:34:00
35645,64254,67978,paused,2024-03-31 01:04:00
35646,66689,38757,viewed,2024-04-02 05:18:00
35647,52961,25942,started,2024-04-17 23:18:00
35648,56850,34981,completed,2024-11-16 04:35:00
35649,9746,55030,viewed,2024-10-20 20:48:00
35650,8288,24993,viewed,2023-10-30 06:18:00
35651,6584,40318,viewed,2023-03-07 18:12:00
35652,34038,62773,paused,2024-03-01 09:20:00
35653,32001,30181,completed,2024-06-02 13:56:00
35654,55303,13375,completed,2024-03-14 20:02:00
35655,3643,7497,started,2023-08-05 02:02:00
35656,29302,5450,paused,2024-10-18 14:34:00
35657,62175,38707,paused,2023-08-14 18:05:00
35658,1489,69462,viewed,2023-05-24 14:55:00
35659,6194,10239,completed,2024-09-26 01:03:00
35660,56141,72384,revisited,2023-07-01 05:39:00
35661,61653,67896,paused,2023-01-18 19:53:00
35662,69255,23379,started,2024-10-04 15:16:00
35663,37375,18645,revisited,2024-06-12 02:54:00
35664,27784,69372,completed,2024-06-13 00:13:00
35665,5097,8464,started,2024-02-07 05:37:00
35666,42906,10895,revisited,2024-03-11 02:37:00
35667,24725,60746,started,2023-12-01 23:14:00
35668,71732,17031,viewed,2023-09-21 05:29:00
35669,59699,38846,viewed,2023-08-10 08:44:00
35670,8364,4065,completed,2024-02-17 08:26:00
35671,2843,21949,completed,2024-04-28 19:06:00
35672,8052,67608,viewed,2024-08-07 16:49:00
35673,4852,26956,started,2023-06-09 16:15:00
35674,6,26722,revisited,2023-02-12 18:17:00
35675,7495,950,paused,2024-09-15 03:53:00
35676,17621,73884,viewed,2024-05-07 07:08:00
35677,59806,63792,viewed,2023-10-04 08:11:00
35678,63155,44098,started,2024-09-18 20:24:00
35679,14277,8094,completed,2023-02-25 22:17:00
35680,6736,77531,started,2024-06-10 03:35:00
35681,33192,26753,completed,2024-09-30 14:28:00
35682,48598,40863,viewed,2024-09-30 20:51:00
35683,13745,20063,started,2024-05-08 06:30:00
35684,53334,37409,viewed,2024-06-16 06:38:00
35685,56952,16168,started,2024-01-01 02:22:00
35686,74459,32474,revisited,2023-12-17 03:04:00
35687,32753,43238,completed,2023-12-08 06:47:00
35688,39711,71167,started,2024-02-07 09:44:00
35689,54304,53891,revisited,2024-10-17 22:54:00
35690,51112,2569,revisited,2024-09-22 14:26:00
35691,75251,351,viewed,2024-04-04 05:55:00
35692,61043,78162,viewed,2024-01-28 03:30:00
35693,28297,8916,started,2024-04-29 08:24:00
35694,16604,27902,paused,2024-07-30 23:56:00
35695,5063,45816,completed,2023-04-24 14:47:00
35696,77862,61114,started,2023-07-08 04:13:00
35697,42063,57503,viewed,2023-11-13 22:43:00
35698,44641,77050,viewed,2023-11-01 04:55:00
35699,46823,3182,viewed,2023-03-05 01:18:00
35700,39514,26027,paused,2023-09-22 18:12:00
35701,53822,11158,started,2024-10-22 04:28:00
35702,34028,77357,started,2024-07-06 00:31:00
35703,69178,19048,viewed,2023-07-25 01:21:00
35704,722,72034,revisited,2024-04-16 02:36:00
35705,50663,45604,revisited,2024-05-18 06:30:00
35706,56790,71933,paused,2023-03-25 11:11:00
35707,47556,58961,completed,2024-04-28 08:58:00
35708,61564,76066,paused,2023-07-03 23:56:00
35709,48895,23560,paused,2023-08-15 03:14:00
35710,41677,26216,viewed,2024-07-27 17:50:00
35711,28520,29520,viewed,2024-07-24 06:27:00
35712,40188,79468,viewed,2023-10-12 07:27:00
35713,71559,22520,started,2024-08-17 19:17:00
35714,20643,48730,paused,2024-01-20 20:10:00
35715,32035,43473,revisited,2024-04-07 01:17:00
35716,43210,8856,paused,2023-08-23 00:45:00
35717,496,55377,revisited,2024-06-06 21:41:00
35718,12810,73277,viewed,2024-11-27 03:33:00
35719,53814,75504,started,2024-08-21 14:35:00
35720,77251,20025,started,2024-02-13 12:37:00
35721,62874,66075,revisited,2024-10-23 19:12:00
35722,8055,41779,completed,2024-01-25 09:35:00
35723,77683,27605,started,2023-05-17 16:49:00
35724,39844,36584,viewed,2023-02-19 04:34:00
35725,69190,40209,completed,2023-11-24 07:47:00
35726,49702,67313,revisited,2024-03-21 20:20:00
35727,65365,5246,revisited,2023-06-08 16:13:00
35728,6213,9249,viewed,2024-05-23 18:01:00
35729,54489,24014,completed,2024-01-16 19:10:00
35730,23659,4154,paused,2024-10-23 23:41:00
35731,72481,3313,started,2023-06-04 01:04:00
35732,41342,67450,started,2023-02-17 23:27:00
35733,41922,67418,completed,2023-01-09 12:32:00
35734,8727,29663,revisited,2023-04-14 04:00:00
35735,22,36171,completed,2023-07-14 01:15:00
35736,7422,49709,viewed,2024-05-03 20:32:00
35737,29362,66138,completed,2023-10-21 11:58:00
35738,79816,32162,completed,2024-05-09 18:33:00
35739,68077,53004,completed,2023-03-01 02:01:00
35740,63429,65129,completed,2024-06-19 13:29:00
35741,60497,24517,completed,2024-07-21 02:58:00
35742,62062,35122,started,2023-10-19 04:56:00
35743,73982,1463,started,2023-02-04 12:15:00
35744,38580,3973,completed,2023-08-30 19:48:00
35745,34962,67823,started,2023-07-10 21:11:00
35746,8210,40975,viewed,2024-12-01 11:01:00
35747,10004,4422,revisited,2023-09-13 08:27:00
35748,13959,1885,started,2023-10-30 07:49:00
35749,17642,45145,revisited,2023-04-10 03:19:00
35750,41472,36271,started,2024-09-16 11:17:00
35751,6949,44262,paused,2023-07-21 09:25:00
35752,41557,58904,viewed,2023-02-16 20:27:00
35753,73727,49450,paused,2024-02-23 19:39:00
35754,50751,38637,viewed,2023-10-02 01:36:00
35755,58155,76748,revisited,2024-03-23 12:39:00
35756,12483,26962,revisited,2024-09-08 11:42:00
35757,11960,6953,revisited,2024-10-18 09:49:00
35758,60928,30094,completed,2024-05-02 03:35:00
35759,24725,27338,viewed,2024-02-10 09:28:00
35760,34968,32070,revisited,2023-09-20 20:40:00
35761,2455,38273,started,2023-01-22 10:41:00
35762,46806,1349,viewed,2024-06-20 14:57:00
35763,45215,37016,completed,2023-04-24 06:24:00
35764,60420,72776,revisited,2024-01-30 14:12:00
35765,56758,40250,viewed,2024-06-21 16:27:00
35766,18949,20213,started,2023-11-28 23:21:00
35767,35831,32573,paused,2024-05-16 11:30:00
35768,42054,52403,viewed,2024-02-05 08:49:00
35769,75552,16090,started,2024-05-24 02:49:00
35770,45242,51164,paused,2024-02-17 09:54:00
35771,24853,46966,revisited,2023-07-25 09:43:00
35772,45554,44571,paused,2023-05-16 09:20:00
35773,38602,56472,paused,2024-04-08 15:22:00
35774,5653,69113,paused,2023-11-25 19:17:00
35775,4699,1842,paused,2023-10-17 13:45:00
35776,48373,67156,completed,2023-01-27 13:41:00
35777,27726,16036,revisited,2024-09-16 10:02:00
35778,20242,57681,paused,2024-11-21 00:55:00
35779,21211,34817,revisited,2024-05-19 22:57:00
35780,39433,16344,revisited,2023-04-21 11:24:00
35781,63626,66277,revisited,2023-05-29 13:51:00
35782,68752,53103,revisited,2023-08-15 04:12:00
35783,7161,3194,revisited,2023-09-08 03:06:00
35784,32533,20893,viewed,2023-06-29 15:18:00
35785,7556,2495,paused,2024-01-29 05:34:00
35786,28074,26391,viewed,2023-03-12 16:00:00
35787,40794,76473,started,2024-02-27 14:42:00
35788,1769,49296,paused,2024-11-06 00:55:00
35789,78591,17950,revisited,2023-05-25 14:09:00
35790,53101,57672,started,2023-09-11 18:35:00
35791,11316,2939,paused,2024-08-08 05:45:00
35792,73913,1489,started,2024-03-26 15:55:00
35793,61756,4182,completed,2024-03-13 23:40:00
35794,5734,55058,completed,2024-01-22 20:12:00
35795,44547,26334,revisited,2024-06-28 17:05:00
35796,75878,44394,revisited,2024-08-21 01:56:00
35797,65233,73757,viewed,2024-03-29 19:34:00
35798,3583,69487,started,2023-10-27 16:20:00
35799,35245,58915,completed,2024-03-05 19:11:00
35800,24752,65376,paused,2023-04-04 04:26:00
35801,62256,59055,started,2023-06-11 04:29:00
35802,61377,31010,started,2024-11-14 09:00:00
35803,7126,23738,revisited,2023-08-30 03:55:00
35804,79123,19026,viewed,2023-11-02 12:39:00
35805,49929,55209,paused,2024-02-06 08:34:00
35806,67953,58147,completed,2024-02-13 13:34:00
35807,66060,73455,viewed,2024-07-13 04:24:00
35808,31595,52074,paused,2024-07-07 14:32:00
35809,59869,11171,started,2023-05-06 01:45:00
35810,72493,57613,paused,2023-04-27 04:55:00
35811,69411,52331,revisited,2024-09-08 09:55:00
35812,51632,78058,started,2023-06-04 09:23:00
35813,20588,71272,revisited,2023-10-03 03:34:00
35814,51181,51977,completed,2023-11-05 06:51:00
35815,24958,37785,completed,2023-03-31 21:53:00
35816,45948,44781,completed,2024-02-05 22:45:00
35817,32199,53128,revisited,2024-05-23 10:59:00
35818,73717,35829,revisited,2024-11-30 10:48:00
35819,52520,49098,revisited,2023-06-26 05:52:00
35820,1220,12325,viewed,2024-01-17 05:45:00
35821,26035,26004,completed,2023-09-14 04:25:00
35822,77002,14216,completed,2023-12-22 15:46:00
35823,11493,72463,viewed,2023-08-01 07:17:00
35824,64015,49525,revisited,2023-01-21 12:54:00
35825,59986,63642,paused,2023-05-26 17:12:00
35826,41890,18013,revisited,2024-04-08 21:54:00
35827,38881,68032,completed,2024-02-03 01:58:00
35828,46526,11485,completed,2023-01-22 12:26:00
35829,50756,29840,revisited,2023-05-05 05:17:00
35830,37979,22017,paused,2023-10-12 21:40:00
35831,22155,49472,viewed,2023-08-26 04:59:00
35832,68315,36468,started,2024-04-08 11:14:00
35833,55460,67054,completed,2023-02-17 17:25:00
35834,57211,7133,revisited,2023-10-02 05:51:00
35835,68941,58992,completed,2024-07-07 10:59:00
35836,54977,14306,completed,2024-11-25 06:19:00
35837,60131,32402,viewed,2024-04-23 08:26:00
35838,75704,43393,paused,2023-05-12 06:57:00
35839,50089,27233,paused,2023-06-13 06:01:00
35840,6182,7445,completed,2023-06-14 14:29:00
35841,11660,56184,paused,2024-08-26 09:56:00
35842,30388,49691,revisited,2024-11-14 00:30:00
35843,53066,43224,viewed,2024-07-31 13:18:00
35844,75534,45590,completed,2024-02-12 01:33:00
35845,30623,10102,started,2023-06-08 17:35:00
35846,17519,18032,completed,2023-01-25 17:40:00
35847,51617,13266,paused,2024-08-11 19:12:00
35848,54264,1200,paused,2023-02-17 16:14:00
35849,68301,7403,started,2024-06-26 05:36:00
35850,54149,23014,started,2024-11-25 19:06:00
35851,36176,2840,completed,2024-10-23 23:00:00
35852,48351,47374,started,2024-06-29 16:50:00
35853,66522,33168,viewed,2024-10-29 11:56:00
35854,18092,75805,revisited,2024-06-18 01:42:00
35855,70912,59293,revisited,2024-07-29 11:15:00
35856,15333,2965,viewed,2023-04-02 03:11:00
35857,22867,36317,revisited,2023-04-21 20:35:00
35858,4271,68768,revisited,2024-06-03 22:54:00
35859,10279,36938,viewed,2023-06-20 19:21:00
35860,1008,60707,revisited,2023-07-22 23:51:00
35861,45058,10079,paused,2024-04-09 22:37:00
35862,63791,67346,viewed,2024-08-12 12:35:00
35863,52622,29803,started,2023-09-08 19:44:00
35864,13858,60273,started,2024-04-04 05:25:00
35865,68885,2521,paused,2023-04-24 12:32:00
35866,64982,19584,revisited,2023-04-28 03:14:00
35867,29817,6959,revisited,2024-04-02 09:23:00
35868,12328,25384,viewed,2023-12-31 18:05:00
35869,38273,37626,started,2023-03-25 20:06:00
35870,46113,57314,completed,2023-05-18 01:53:00
35871,43701,63433,viewed,2024-07-01 10:13:00
35872,4622,32576,completed,2024-07-07 11:42:00
35873,25839,51962,paused,2023-08-02 04:45:00
35874,72744,54403,started,2024-03-19 20:48:00
35875,24758,5364,revisited,2023-09-21 02:03:00
35876,20162,74656,paused,2023-10-19 05:58:00
35877,34359,74555,completed,2024-05-15 01:48:00
35878,13480,33310,revisited,2024-05-11 08:48:00
35879,76769,8248,revisited,2023-04-03 20:41:00
35880,75870,46938,viewed,2023-07-10 03:28:00
35881,56607,27611,revisited,2024-01-01 02:05:00
35882,67662,60600,started,2024-10-13 06:22:00
35883,33090,43556,paused,2023-03-17 11:02:00
35884,60560,28947,started,2023-01-02 20:14:00
35885,58297,43661,paused,2023-10-16 07:51:00
35886,47005,65751,completed,2024-11-26 18:46:00
35887,15206,15478,started,2023-12-24 13:56:00
35888,44223,65417,viewed,2024-02-05 11:48:00
35889,24170,16320,completed,2023-05-18 01:38:00
35890,23636,64154,viewed,2024-05-03 20:27:00
35891,40410,29732,viewed,2023-04-09 02:51:00
35892,890,16803,viewed,2023-09-27 23:09:00
35893,52460,11208,viewed,2024-01-03 14:22:00
35894,37055,65369,paused,2024-09-10 13:07:00
35895,48021,58360,revisited,2023-08-12 21:48:00
35896,2555,75596,revisited,2024-10-28 00:10:00
35897,34942,40208,started,2024-06-01 10:00:00
35898,41865,37792,viewed,2023-03-24 15:39:00
35899,53547,32226,revisited,2023-02-20 01:13:00
35900,79010,31744,viewed,2023-04-16 04:10:00
35901,68718,22135,revisited,2024-05-29 06:07:00
35902,67212,65527,completed,2024-06-01 20:56:00
35903,63331,49576,started,2023-12-20 09:13:00
35904,70570,25356,paused,2023-08-03 13:09:00
35905,73472,11732,paused,2024-07-12 02:24:00
35906,3529,61942,paused,2024-07-04 22:22:00
35907,62946,26030,revisited,2024-10-28 18:35:00
35908,52854,66561,viewed,2023-02-07 17:17:00
35909,8624,26206,paused,2024-04-03 11:16:00
35910,16044,19722,completed,2023-01-24 18:24:00
35911,55922,7591,started,2023-10-16 14:11:00
35912,44742,65275,revisited,2024-03-21 20:10:00
35913,65440,52535,started,2023-10-10 22:04:00
35914,51619,899,revisited,2023-08-06 03:43:00
35915,23785,71557,completed,2024-01-18 12:33:00
35916,64260,75249,completed,2023-11-10 04:34:00
35917,21961,33858,started,2023-10-24 17:59:00
35918,70233,40770,started,2024-11-16 10:33:00
35919,62582,58145,revisited,2023-01-17 17:22:00
35920,78278,51837,completed,2024-08-01 14:22:00
35921,30409,29100,completed,2023-01-06 21:59:00
35922,60303,3457,started,2023-03-17 16:40:00
35923,61963,45973,viewed,2024-07-27 10:48:00
35924,4877,71123,completed,2023-06-06 22:13:00
35925,45466,34606,completed,2024-03-10 01:12:00
35926,64572,37717,viewed,2023-11-18 01:29:00
35927,5618,13070,revisited,2024-07-26 00:34:00
35928,26214,25983,completed,2023-09-02 14:38:00
35929,6059,32429,started,2023-07-31 22:11:00
35930,70775,37570,viewed,2024-11-22 05:34:00
35931,77129,51009,revisited,2024-07-08 23:32:00
35932,39482,47961,started,2023-10-03 06:29:00
35933,55873,37796,viewed,2024-08-14 03:34:00
35934,639,34693,paused,2023-10-01 00:15:00
35935,32773,17293,revisited,2024-01-17 17:10:00
35936,21165,39578,completed,2023-06-20 21:20:00
35937,68647,53519,paused,2024-07-30 13:58:00
35938,11960,63207,started,2023-09-18 07:29:00
35939,16183,27460,viewed,2024-08-28 17:45:00
35940,18962,47876,started,2024-01-16 02:18:00
35941,39415,61901,viewed,2023-09-20 19:44:00
35942,69354,69370,started,2024-08-25 06:57:00
35943,48406,32342,paused,2023-09-21 19:13:00
35944,33933,672,started,2024-07-21 22:38:00
35945,69120,4445,completed,2024-01-17 17:26:00
35946,38599,60945,completed,2024-03-04 04:38:00
35947,31906,70952,viewed,2023-01-03 07:44:00
35948,43150,27960,started,2024-04-30 12:15:00
35949,51478,22848,completed,2023-08-24 11:41:00
35950,28606,7007,paused,2024-02-03 17:38:00
35951,37082,27486,started,2023-01-16 17:13:00
35952,73720,74519,paused,2023-09-21 00:37:00
35953,53387,79383,revisited,2024-07-18 01:22:00
35954,6059,72970,paused,2023-03-15 11:56:00
35955,40585,12994,started,2023-06-08 09:47:00
35956,63879,49126,started,2023-07-05 18:56:00
35957,68187,38109,revisited,2024-12-01 17:10:00
35958,23941,55420,viewed,2024-06-03 07:03:00
35959,14295,1093,paused,2023-09-01 23:23:00
35960,15203,52182,started,2023-06-07 14:34:00
35961,12676,48054,paused,2024-05-25 17:30:00
35962,78990,73677,revisited,2024-08-18 05:37:00
35963,33823,354,started,2023-01-14 13:44:00
35964,6549,7492,revisited,2024-04-21 15:56:00
35965,4477,67744,started,2023-07-27 11:58:00
35966,3344,59445,viewed,2024-08-25 11:16:00
35967,43098,25947,completed,2024-04-21 10:21:00
35968,38206,55138,paused,2023-11-18 22:45:00
35969,72879,34409,started,2024-04-05 16:32:00
35970,30468,11059,started,2024-10-13 18:02:00
35971,17232,26919,completed,2024-02-22 00:29:00
35972,17700,12845,paused,2024-05-16 14:25:00
35973,55277,58778,viewed,2023-07-04 06:34:00
35974,60957,54883,started,2023-11-05 02:29:00
35975,23851,46848,started,2023-05-03 03:30:00
35976,18008,39500,revisited,2023-10-28 19:45:00
35977,54056,76958,completed,2024-06-04 10:10:00
35978,9637,70395,viewed,2024-04-29 16:38:00
35979,68338,13468,revisited,2024-10-23 22:04:00
35980,3556,4380,paused,2024-09-20 05:10:00
35981,16476,65234,started,2023-10-05 11:06:00
35982,6485,32571,revisited,2024-08-19 02:43:00
35983,45918,24267,completed,2023-06-01 16:48:00
35984,6216,48647,viewed,2023-08-26 17:05:00
35985,62668,53571,paused,2024-02-24 01:52:00
35986,41403,32967,started,2024-03-21 04:38:00
35987,840,5396,completed,2024-01-13 23:41:00
35988,25837,2524,completed,2023-03-17 10:52:00
35989,55757,25743,revisited,2024-03-19 23:24:00
35990,27813,59974,revisited,2024-05-11 12:44:00
35991,11359,31885,viewed,2024-05-31 03:08:00
35992,4075,32564,paused,2023-11-14 05:04:00
35993,50129,22996,revisited,2023-11-19 21:43:00
35994,67895,51761,revisited,2023-06-11 04:43:00
35995,44768,73489,paused,2024-02-01 04:17:00
35996,34667,6805,started,2023-10-25 07:32:00
35997,68285,56252,started,2024-07-26 01:57:00
35998,14387,73726,completed,2024-03-04 01:18:00
35999,74518,62958,paused,2023-07-23 11:55:00
36000,72930,72780,completed,2023-07-23 09:07:00
36001,21324,66979,revisited,2023-02-25 17:12:00
36002,62367,47152,completed,2023-05-03 22:23:00
36003,30040,6229,started,2024-02-11 22:43:00
36004,39353,40070,revisited,2024-02-17 09:14:00
36005,70698,14190,completed,2023-09-08 08:23:00
36006,77243,45697,completed,2024-01-31 12:58:00
36007,43008,10789,paused,2024-01-07 15:32:00
36008,21126,45064,revisited,2023-02-14 15:38:00
36009,72176,62479,completed,2023-09-18 14:21:00
36010,9129,28201,viewed,2024-09-26 01:38:00
36011,51874,27111,completed,2024-10-06 20:17:00
36012,15027,29040,started,2024-03-21 05:47:00
36013,33261,7191,revisited,2024-03-23 08:19:00
36014,10245,8332,paused,2024-02-14 12:45:00
36015,73250,41797,revisited,2024-08-22 14:42:00
