enrollment_id,user_id,course_id,enrolled_at,status
42917,29415,48918,2023-04-25,active
42918,70464,851,2024-09-21,active
42919,46330,70538,2023-09-25,active
42920,55546,29069,2023-09-03,inactive
42921,22516,37682,2024-07-29,inactive
42922,39233,25649,2023-06-24,active
42923,7688,37225,2024-08-26,active
42924,5724,49326,2024-01-21,active
42925,31923,22579,2023-04-25,active
42926,56692,7232,2023-10-30,active
42927,49918,20754,2024-03-11,inactive
42928,69615,5774,2023-01-08,active
42929,66875,75666,2023-02-17,active
42930,47530,43862,2023-03-04,active
42931,3751,73832,2024-01-19,inactive
42932,76636,24474,2024-05-30,active
42933,9868,66357,2023-03-04,inactive
42934,65738,49585,2023-05-30,active
42935,32532,29196,2024-04-20,active
42936,2153,18282,2023-01-05,active
42937,36072,76231,2024-01-18,active
42938,14397,21428,2024-07-31,active
42939,62255,57375,2023-11-03,active
42940,43777,69647,2024-03-10,active
42941,25910,30689,2023-06-12,inactive
42942,49247,36678,2023-05-15,active
42943,40088,62467,2023-03-16,inactive
42944,15148,35230,2024-04-16,active
42945,9742,28711,2023-04-20,active
42946,76871,47249,2023-12-07,active
42947,53331,4588,2024-09-01,inactive
42948,51287,5760,2024-01-12,active
42949,35772,25706,2023-04-06,inactive
42950,4144,24553,2024-06-30,inactive
42951,66864,75767,2024-11-30,active
42952,57690,38742,2023-10-13,active
42953,30108,58537,2024-04-15,active
42954,263,71622,2023-10-25,inactive
42955,66834,19100,2023-08-23,active
42956,22491,16718,2024-03-29,active
42957,22504,34611,2023-07-08,active
42958,5826,42149,2024-04-25,active
42959,7789,35756,2024-04-16,inactive
42960,30950,4510,2023-08-11,active
42961,30107,40032,2024-02-06,inactive
42962,49114,77440,2023-10-17,active
42963,67792,56253,2024-09-17,active
42964,55251,44583,2023-11-10,active
42965,20018,71259,2023-09-13,active
42966,20550,50953,2023-07-07,active
42967,66811,44900,2023-05-07,active
42968,8289,36283,2024-06-08,inactive
42969,71280,1268,2023-07-10,active
42970,41089,30899,2024-10-06,active
42971,25926,8890,2024-01-05,active
42972,3552,16132,2024-06-07,active
42973,35289,34899,2024-08-09,active
42974,56319,380,2023-04-16,active
42975,49164,47457,2023-03-24,active
42976,2164,74230,2024-04-15,active
42977,74382,76199,2023-07-08,inactive
42978,35063,49331,2023-03-19,inactive
42979,28865,46457,2023-07-04,active
42980,71346,6257,2023-10-07,active
42981,60569,7958,2023-02-25,active
42982,11900,12586,2023-08-20,active
42983,13703,35932,2023-08-14,active
42984,63921,14855,2024-09-14,inactive
42985,55441,8501,2024-08-13,active
42986,30995,73617,2024-06-04,active
42987,48683,17908,2023-03-01,inactive
42988,28091,16859,2024-01-15,inactive
42989,46662,49672,2023-12-01,active
42990,5369,55370,2023-01-27,active
42991,27216,12976,2024-04-22,active
42992,51796,21277,2023-08-29,active
42993,29129,8650,2024-11-27,active
42994,61497,42840,2023-07-08,active
42995,65799,77194,2023-07-06,active
42996,71498,40935,2023-03-05,active
42997,65590,52068,2024-05-05,active
42998,17433,76516,2023-11-23,active
42999,57971,48853,2024-09-23,active
43000,47449,13577,2024-05-26,active
43001,2745,54567,2023-09-02,active
43002,54075,61168,2024-01-23,active
43003,79687,20636,2024-08-08,active
43004,58655,34405,2023-06-12,active
43005,73372,38406,2023-11-04,active
43006,39730,66006,2024-01-14,active
43007,38196,1333,2023-09-06,active
43008,13884,44903,2023-01-30,active
43009,57826,2964,2024-11-14,active
43010,6112,28635,2024-03-19,active
43011,32706,18667,2024-07-17,active
43012,42422,6160,2023-10-25,inactive
43013,65696,63498,2023-01-05,active
43014,73918,75610,2024-03-28,inactive
43015,41894,66036,2023-10-15,active
43016,55219,3396,2023-03-01,active
43017,7378,48432,2024-02-05,active
43018,24209,5994,2023-08-20,active
43019,37914,27285,2024-10-30,active
43020,69825,1105,2023-12-01,active
43021,41516,52866,2024-04-20,active
43022,48852,47946,2024-05-24,inactive
43023,71709,9385,2023-04-07,active
43024,11872,150,2024-04-13,active
43025,25890,72442,2023-05-28,active
43026,30666,10374,2023-12-14,active
43027,44592,48750,2024-05-05,active
43028,17567,37227,2024-08-21,active
43029,67172,13219,2024-10-21,active
43030,20412,9427,2024-06-27,active
43031,33360,19421,2024-04-07,active
43032,53445,46278,2023-10-17,active
43033,22395,49240,2023-08-25,active
43034,78558,68352,2023-12-24,active
43035,18831,57125,2023-10-04,inactive
43036,56267,76742,2024-10-15,active
43037,57685,23876,2024-06-13,active
43038,21865,21571,2024-06-24,inactive
43039,49982,3103,2023-07-16,active
43040,69834,36958,2024-02-28,active
43041,24849,59375,2023-10-31,active
43042,10140,1659,2023-10-23,active
43043,51531,52974,2024-11-08,active
43044,6441,59769,2024-03-31,active
43045,30472,31381,2023-08-26,inactive
43046,68922,13076,2023-04-12,active
43047,9794,63845,2024-01-04,active
43048,73414,60784,2024-06-24,active
43049,24917,23737,2023-08-19,active
43050,50308,73362,2023-03-19,active
43051,78033,15942,2023-04-26,active
43052,13812,47931,2023-06-04,active
43053,31325,18684,2024-12-01,active
43054,63357,74386,2023-10-04,active
43055,73618,64501,2024-07-21,active
43056,48878,9651,2024-05-04,active
43057,24903,51771,2024-08-26,active
43058,21105,43266,2023-04-07,active
43059,32968,30099,2024-05-05,active
43060,53333,40601,2023-06-28,active
43061,69519,12901,2023-01-26,active
43062,60996,17768,2024-10-21,active
43063,15918,38165,2023-07-14,active
43064,2791,75815,2023-03-27,inactive
43065,56868,27436,2024-11-24,active
43066,50739,45157,2024-01-12,active
43067,62506,1113,2023-10-15,active
43068,11011,41339,2023-06-01,active
43069,3923,4196,2024-03-12,inactive
43070,38188,10963,2024-03-31,active
43071,63220,72815,2023-10-16,inactive
43072,31121,48059,2023-12-26,active
43073,68989,41855,2023-09-01,active
43074,30706,38080,2024-07-30,active
43075,3244,52379,2024-06-21,active
43076,19515,73060,2024-07-24,active
43077,59283,75593,2024-07-01,active
43078,12215,40783,2024-07-09,active
43079,28314,25369,2024-01-15,active
43080,74924,9959,2024-03-23,active
43081,52398,48463,2023-09-26,inactive
43082,19579,32105,2023-11-19,active
43083,75772,20597,2024-08-14,inactive
43084,17402,35970,2023-06-16,active
43085,59286,68931,2023-10-07,active
43086,66127,42566,2023-08-08,active
43087,33412,5776,2024-08-28,inactive
43088,16722,49829,2023-08-25,active
43089,59075,74671,2024-03-07,active
43090,71918,8713,2023-10-22,active
43091,38199,6037,2024-08-12,active
43092,40668,8222,2023-02-24,active
43093,63963,30659,2023-06-27,active
43094,10632,32707,2024-09-17,active
43095,51890,32706,2023-03-09,active
43096,3092,70305,2023-08-12,active
43097,58070,37557,2023-05-10,inactive
43098,76115,11844,2023-07-14,active
43099,537,59026,2024-10-19,active
43100,47064,30444,2024-01-08,active
43101,55414,3697,2023-11-06,active
43102,67263,40435,2024-03-30,active
43103,47299,46722,2023-06-06,active
43104,36351,77172,2024-03-08,active
43105,28870,45511,2024-06-03,active
43106,60353,53948,2023-06-23,active
43107,28656,47102,2023-11-14,active
43108,30902,39865,2023-12-09,active
43109,43927,63277,2024-01-27,active
43110,50613,28383,2024-08-10,inactive
43111,11318,35699,2023-08-23,active
43112,49404,17612,2023-06-26,active
43113,9654,8787,2023-06-13,active
43114,18279,59147,2024-03-27,active
43115,75331,25827,2024-06-25,active
43116,21807,71702,2023-03-27,inactive
43117,74100,2012,2024-04-17,active
43118,42882,22473,2024-05-11,inactive
43119,16239,41003,2023-06-25,inactive
43120,10423,36033,2024-06-10,inactive
43121,66996,19315,2024-04-03,active
43122,696,76956,2023-03-07,active
43123,37229,74427,2023-08-17,inactive
43124,79560,20584,2024-10-30,active
43125,63836,50889,2023-05-27,active
43126,8893,78255,2023-02-27,active
43127,67339,28354,2023-04-01,active
43128,8958,73476,2024-01-02,inactive
43129,58153,8106,2023-05-17,active
43130,25875,58572,2024-07-07,active
43131,22201,76603,2024-01-04,active
43132,43414,33830,2023-03-19,active
43133,65406,69358,2023-07-14,inactive
43134,31217,39863,2024-09-01,active
43135,53217,12581,2024-08-08,inactive
43136,8445,58347,2023-01-09,active
43137,41930,51876,2024-01-26,active
43138,78604,32366,2023-10-04,inactive
43139,28990,70242,2023-06-07,active
43140,11759,57771,2024-10-27,active
43141,42119,20678,2024-04-13,active
43142,27705,54147,2023-12-27,active
43143,79435,61778,2024-05-29,inactive
43144,17218,9513,2023-07-19,inactive
43145,74853,66425,2023-01-04,active
43146,3468,8309,2024-10-28,active
43147,4623,21577,2024-04-20,active
43148,26403,13950,2024-05-29,active
43149,15760,72994,2023-06-08,active
43150,69318,26633,2023-04-12,active
43151,2822,53562,2023-10-22,active
43152,30051,14203,2024-06-03,active
43153,34594,60465,2024-09-15,active
43154,29950,33011,2023-09-21,active
43155,19600,30035,2023-01-24,active
43156,51248,77493,2023-07-16,active
43157,70635,59699,2024-04-29,inactive
43158,43038,67089,2024-11-10,active
43159,68677,27533,2023-06-06,active
43160,3253,53186,2023-07-28,active
43161,47209,71803,2023-07-11,inactive
43162,38124,53165,2023-10-16,active
43163,61431,17814,2024-05-26,inactive
43164,22788,38759,2023-09-13,inactive
43165,40331,8404,2024-02-18,active
43166,26711,77812,2023-05-24,active
43167,46142,25504,2024-07-12,active
43168,69679,45274,2023-12-04,inactive
43169,79501,20403,2023-12-25,inactive
43170,6674,50391,2023-03-17,active
43171,69800,45043,2023-04-15,active
43172,877,25025,2024-06-22,inactive
43173,61661,34099,2024-10-02,active
43174,36204,60275,2024-08-12,active
43175,52597,15019,2024-02-01,active
43176,75138,65131,2024-03-04,active
43177,17527,27007,2024-08-01,active
43178,74246,57261,2023-06-11,active
43179,14718,65478,2024-02-22,active
43180,69505,60530,2023-11-03,inactive
43181,62378,21180,2023-10-06,active
43182,35180,21791,2024-10-20,active
43183,15681,24720,2023-03-02,active
43184,45211,75061,2023-09-26,active
43185,12934,29242,2024-03-19,active
43186,35112,69667,2023-09-05,active
43187,19825,23588,2023-10-08,inactive
43188,44980,55875,2023-05-14,active
43189,48532,21716,2024-04-09,inactive
43190,10602,33627,2023-05-12,inactive
43191,26752,14852,2024-11-24,inactive
43192,29052,41660,2023-12-10,inactive
43193,44744,8675,2024-03-28,active
43194,3933,30778,2023-11-19,inactive
43195,55040,57952,2024-04-19,active
43196,49626,22220,2023-12-16,active
43197,64222,72376,2024-03-12,active
43198,34573,3097,2023-12-02,inactive
43199,5770,1927,2023-09-23,active
43200,58330,58635,2023-06-17,inactive
43201,29417,19100,2024-07-10,active
43202,30564,13723,2024-01-01,active
43203,18897,47127,2023-10-22,active
43204,42020,66167,2023-02-06,active
43205,11027,38789,2023-07-06,active
43206,79667,10821,2024-10-23,active
43207,31084,59335,2023-04-21,active
43208,7407,15230,2023-11-25,active
43209,54462,27050,2024-11-09,active
43210,65912,18460,2024-09-19,active
43211,46077,2832,2024-02-21,active
43212,21840,55228,2024-03-27,active
43213,49361,29340,2023-12-14,active
43214,46855,2313,2024-11-26,active
43215,43809,28685,2024-06-12,active
43216,41289,42254,2024-07-29,active
43217,31173,70659,2023-07-29,active
43218,29397,31606,2024-08-16,active
43219,55366,57064,2024-09-20,active
43220,33368,17869,2024-01-09,active
43221,46014,61232,2023-07-13,active
43222,32918,4985,2023-07-23,active
43223,8617,17346,2023-05-22,active
43224,539,28819,2023-01-13,active
43225,21421,1594,2024-06-27,active
43226,27454,13317,2023-06-16,active
43227,5187,1995,2024-10-01,inactive
43228,51870,22008,2024-10-19,active
43229,44045,63375,2024-02-09,active
43230,50049,35112,2024-03-29,active
43231,30570,57247,2023-09-05,active
43232,6576,32433,2023-04-28,active
43233,48121,7597,2023-07-23,active
43234,22522,65579,2024-11-26,active
43235,50415,60866,2023-10-14,active
43236,84,46730,2023-10-26,active
43237,70174,18780,2023-01-23,active
43238,16867,8601,2024-02-03,active
43239,79326,34789,2024-05-15,active
43240,19365,40913,2024-07-28,active
43241,3185,50378,2023-10-19,inactive
43242,38144,55659,2023-09-17,inactive
43243,33467,1194,2024-05-02,active
43244,25368,71146,2024-09-24,active
43245,47885,20234,2024-07-03,inactive
43246,46528,28156,2023-12-30,active
43247,28601,49287,2023-09-15,active
43248,39623,12023,2024-03-21,active
43249,65796,56884,2024-10-06,active
43250,40280,64705,2023-05-19,active
43251,32663,60295,2023-10-30,active
43252,7435,60790,2024-03-28,inactive
43253,38425,71374,2024-01-31,active
43254,46961,17977,2024-10-29,active
43255,52620,28637,2024-01-30,active
43256,71368,19200,2023-08-31,active
43257,16048,23026,2024-03-04,active
43258,57333,41812,2024-02-26,active
43259,57175,38128,2023-02-24,active
43260,29857,45353,2023-12-01,active
43261,13917,69026,2023-04-16,active
43262,34321,31160,2024-06-08,inactive
43263,79437,34557,2024-04-29,active
43264,20889,8079,2023-12-09,active
43265,2782,41779,2023-05-06,active
43266,65417,74859,2023-05-28,active
43267,21804,74145,2023-09-26,active
43268,45496,31875,2024-03-10,active
43269,31746,61794,2024-11-21,inactive
43270,44030,61619,2024-08-15,inactive
43271,63278,15114,2024-10-14,active
43272,12250,15825,2024-02-07,active
43273,40816,56918,2024-04-12,inactive
43274,47323,51519,2023-04-25,active
43275,71451,46374,2023-02-28,active
43276,49657,16349,2024-09-26,inactive
43277,39418,53557,2023-07-05,inactive
43278,21809,49387,2024-03-07,inactive
43279,66584,28538,2023-05-30,active
43280,5347,28081,2023-03-28,active
43281,79841,50733,2024-09-18,active
43282,173,45292,2024-11-20,inactive
43283,47843,77139,2024-02-27,active
43284,13659,23158,2023-09-04,active
43285,9824,37948,2023-03-16,active
43286,60188,62969,2024-11-16,active
43287,64986,37469,2023-02-19,active
43288,9951,8332,2023-11-19,active
43289,50833,6290,2024-07-31,active
43290,26312,64537,2024-06-03,inactive
43291,39011,8508,2023-02-01,active
43292,32320,36405,2024-05-05,active
43293,79476,380,2023-12-29,inactive
43294,60834,39849,2023-06-06,inactive
43295,70293,18022,2024-06-12,active
43296,64548,60414,2023-08-02,active
43297,53344,64577,2023-05-18,active
43298,6860,16332,2023-08-02,active
43299,12316,10823,2023-01-29,active
43300,36611,49287,2024-03-18,active
43301,24265,73499,2023-12-13,active
43302,60990,17606,2023-12-23,inactive
43303,52134,47348,2024-04-19,active
43304,21152,40677,2023-03-21,active
43305,74876,76397,2024-01-29,active
43306,1664,57084,2024-10-09,inactive
43307,49448,10398,2024-01-11,active
43308,79447,77558,2023-09-14,active
43309,38222,17960,2023-01-13,active
43310,33024,14023,2023-04-28,active
43311,69032,30054,2023-02-18,active
43312,25648,7415,2023-05-19,active
43313,65764,31300,2023-10-08,inactive
43314,557,13495,2024-11-27,inactive
43315,56410,16047,2024-11-06,inactive
43316,20810,54386,2023-10-20,active
43317,39000,43041,2024-03-13,active
43318,50678,76651,2024-04-19,active
43319,76857,42037,2024-02-26,active
43320,54525,73551,2024-03-09,inactive
43321,62081,66905,2024-10-08,active
43322,68069,70141,2024-02-24,active
43323,41517,33866,2023-08-17,active
43324,69011,65238,2024-08-28,inactive
43325,50288,38083,2023-05-03,active
43326,61503,38643,2023-04-10,active
43327,71451,25327,2023-08-04,active
43328,74093,611,2024-08-08,active
43329,5444,940,2024-06-16,active
43330,42004,56096,2023-08-19,inactive
43331,22971,14796,2023-02-20,inactive
43332,62857,44351,2024-11-07,active
43333,6472,31025,2024-09-22,inactive
43334,10846,75781,2024-01-11,inactive
43335,74004,17910,2024-09-26,active
43336,72277,11630,2023-07-10,active
43337,11652,54216,2023-10-28,active
43338,24379,22271,2023-06-10,active
43339,59363,14206,2023-12-26,inactive
43340,21983,18721,2023-12-31,inactive
43341,43767,69993,2024-02-13,active
43342,61456,45448,2023-03-21,active
43343,46483,11319,2024-08-15,active
43344,61175,59075,2024-09-26,active
43345,72050,43529,2024-02-12,active
43346,7557,32808,2024-10-25,active
43347,60879,21312,2023-10-15,inactive
43348,14192,28444,2023-11-26,active
43349,67479,42773,2023-03-26,inactive
43350,62364,8241,2023-11-27,active
43351,43654,37523,2023-10-18,inactive
43352,35956,75290,2023-06-07,active
43353,56051,41756,2024-04-18,active
43354,16918,34994,2023-04-18,active
43355,74357,58226,2023-06-25,active
43356,34174,31454,2023-04-23,active
43357,13923,60933,2024-02-02,active
43358,42883,55740,2023-01-24,active
43359,37648,4483,2023-01-31,active
43360,16907,22781,2023-10-14,active
43361,38190,55227,2023-11-15,active
43362,46894,28190,2024-03-02,active
43363,21839,29464,2024-09-06,active
43364,14087,64394,2024-05-06,inactive
43365,76144,4343,2023-10-18,active
43366,18932,73309,2024-01-03,active
43367,43062,12945,2024-05-27,active
43368,48365,51685,2023-09-09,inactive
43369,77414,7419,2024-05-09,active
43370,14237,58689,2024-03-23,inactive
43371,29522,44035,2024-04-18,active
43372,12617,58601,2023-04-13,active
43373,8242,27802,2023-06-27,active
43374,12173,49471,2023-09-18,active
43375,1226,59904,2024-03-03,active
43376,70809,72963,2023-07-26,active
43377,53701,73215,2024-04-29,active
43378,73358,28457,2024-03-12,active
43379,24318,52873,2024-10-24,active
43380,31302,20419,2023-09-24,active
43381,60803,2555,2024-06-12,active
43382,53675,38515,2024-03-25,active
43383,13502,9690,2024-08-11,active
43384,51656,29668,2023-01-06,active
43385,39364,69064,2024-04-27,active
43386,22645,44936,2024-08-01,active
43387,13725,18086,2024-05-13,inactive
43388,73466,76289,2023-01-19,active
43389,77657,4016,2023-08-20,inactive
43390,68146,65300,2023-09-20,active
43391,17233,44703,2024-08-10,inactive
43392,20378,34482,2023-04-05,active
43393,21675,11422,2023-06-30,active
43394,73852,27835,2023-12-08,active
43395,32529,69465,2024-03-11,inactive
43396,67675,3248,2023-12-12,active
43397,19117,21842,2023-09-15,active
43398,12962,36663,2023-07-22,active
43399,54402,24515,2023-05-18,active
43400,36941,27640,2024-04-16,active
43401,34839,5094,2023-11-02,active
43402,3511,24391,2024-10-14,active
43403,42991,18405,2023-03-11,active
43404,43826,45814,2024-02-11,active
43405,53986,65444,2024-07-13,active
43406,56829,28521,2024-06-25,active
43407,39427,38449,2024-04-07,active
43408,20654,72311,2023-07-08,active
43409,29121,52479,2023-06-25,active
43410,41797,7359,2023-07-21,active
43411,54323,6695,2023-05-08,active
43412,12644,24646,2023-01-22,inactive
43413,30755,30713,2023-12-11,active
43414,5204,67239,2024-10-18,active
43415,58458,5840,2024-03-05,active
43416,30390,18867,2023-02-28,active
43417,48178,27023,2023-07-26,active
43418,70454,22300,2023-01-11,active
43419,62702,67240,2024-03-29,active
43420,43450,50165,2024-02-16,active
43421,30042,67993,2023-10-29,active
43422,67194,32325,2024-10-21,active
43423,50126,25716,2023-06-16,active
43424,62965,22687,2024-01-14,inactive
43425,33346,34879,2024-01-12,inactive
43426,6733,38308,2024-05-31,active
43427,71228,33128,2023-09-02,active
43428,26868,26814,2024-08-31,active
43429,14522,51164,2024-02-05,active
43430,20121,3586,2024-08-17,active
43431,13017,52644,2024-06-22,active
43432,60695,25233,2024-09-22,inactive
43433,75569,52682,2023-11-12,active
43434,66840,36359,2024-07-04,inactive
43435,64497,38761,2023-01-25,active
43436,43924,50078,2024-07-09,active
43437,33638,37486,2023-06-19,active
43438,71169,36376,2023-07-31,active
43439,25457,56574,2024-05-11,active
43440,38531,54778,2024-01-20,active
43441,54857,37703,2023-03-15,inactive
43442,27262,26022,2024-04-18,inactive
43443,58088,64441,2023-01-10,active
43444,64455,5560,2023-07-09,active
43445,70291,31742,2023-08-11,active
43446,33816,67687,2023-07-26,active
43447,56181,31429,2023-04-16,active
43448,34460,25707,2024-06-07,active
43449,45326,26865,2024-02-07,inactive
43450,54881,24418,2023-06-14,active
43451,10592,44911,2023-02-03,active
43452,67853,22124,2023-11-04,inactive
43453,74325,49705,2023-05-25,active
43454,6883,45724,2023-08-25,active
43455,59245,54703,2023-11-07,active
43456,59716,12186,2024-09-12,active
43457,14500,68155,2024-03-22,active
43458,27190,69754,2024-04-01,active
43459,27378,2978,2024-10-31,active
43460,23627,77062,2024-03-23,inactive
43461,10220,18777,2023-12-16,active
43462,28140,10266,2023-06-11,active
43463,50549,47126,2024-11-26,active
43464,30198,10070,2024-02-28,active
43465,16798,73522,2024-08-12,active
43466,69168,50908,2023-04-03,active
43467,25603,46819,2023-03-03,active
43468,70595,1516,2024-01-30,inactive
43469,42397,33845,2024-08-09,active
43470,60045,56680,2024-10-06,active
43471,53364,39762,2023-08-30,active
43472,24757,5372,2023-03-27,active
43473,69463,27735,2023-01-03,active
43474,66776,58488,2024-08-17,active
43475,3483,65272,2023-11-15,inactive
43476,68845,79647,2023-08-11,active
43477,50730,1788,2023-05-11,active
43478,42832,66050,2023-09-11,active
43479,28245,75419,2024-11-07,active
43480,69945,59626,2024-08-05,inactive
43481,62262,14797,2023-07-20,active
43482,78898,1232,2024-02-21,inactive
43483,14796,36370,2024-07-22,active
43484,54565,58960,2023-07-26,active
43485,78458,50136,2024-05-09,active
43486,57594,64170,2023-05-14,active
43487,14379,27764,2023-06-30,inactive
43488,48820,57118,2024-02-07,active
43489,54202,75802,2024-04-09,active
43490,59328,2231,2024-10-04,active
43491,37671,69342,2023-05-08,inactive
43492,28608,11157,2023-12-06,active
43493,78040,62467,2023-03-14,active
43494,39445,4133,2024-07-01,active
43495,34779,59585,2023-02-24,active
43496,69738,14039,2024-06-21,inactive
43497,61390,45944,2023-11-28,active
43498,59680,6000,2024-02-18,inactive
43499,31760,69436,2024-03-12,active
43500,62546,24014,2024-01-09,inactive
43501,62317,64147,2024-08-08,active
43502,36693,33111,2023-06-04,active
43503,686,52008,2023-08-10,active
43504,304,9052,2023-06-12,active
43505,45121,18391,2024-11-04,active
43506,75948,49795,2023-03-02,active
43507,40827,53973,2023-06-29,active
43508,67961,50791,2023-04-16,active
43509,32006,3694,2024-02-19,inactive
43510,33066,27720,2023-10-14,inactive
43511,45787,9082,2023-12-26,active
43512,20417,27264,2023-03-29,active
43513,10427,50665,2023-05-26,active
43514,30182,22717,2023-09-12,active
43515,31252,29996,2024-11-23,active
43516,108,44483,2024-06-26,active
43517,20516,8605,2023-02-22,inactive
43518,13145,75246,2023-12-01,active
43519,3381,79261,2024-10-27,active
43520,56441,58233,2024-04-21,active
43521,75699,70119,2024-04-14,active
43522,58992,63982,2023-03-08,active
43523,29284,1745,2023-11-13,active
43524,33494,26983,2023-03-10,active
43525,72671,68113,2023-09-12,active
43526,37280,13511,2023-11-19,inactive
43527,77751,61337,2023-01-19,active
43528,23238,41008,2024-02-26,active
43529,9053,19664,2024-10-06,active
43530,64405,67169,2023-09-09,inactive
43531,79261,12555,2024-01-07,active
43532,15102,24310,2024-06-26,inactive
43533,76838,59454,2024-02-14,active
43534,32680,7828,2023-07-24,active
43535,53918,35242,2023-01-13,active
43536,33141,35146,2023-09-21,active
43537,11951,13899,2023-05-14,inactive
43538,39517,13595,2024-01-31,active
43539,66040,25134,2023-06-27,inactive
43540,73786,79862,2024-07-19,inactive
43541,57550,249,2024-02-26,active
43542,54989,33447,2024-03-27,active
43543,10433,53118,2023-06-09,active
43544,31804,59016,2024-05-19,active
43545,2624,19627,2023-05-21,active
43546,76145,9032,2024-08-20,active
43547,4204,74083,2024-06-23,active
43548,40132,21180,2023-02-13,active
43549,11454,42082,2023-10-22,active
43550,39874,62986,2023-12-11,active
43551,78056,61504,2024-07-30,active
43552,51032,4087,2023-06-06,active
43553,20839,30842,2024-08-05,active
43554,8686,74698,2024-06-27,active
43555,2098,71258,2024-10-23,active
43556,78762,63249,2024-04-09,active
43557,24812,43070,2023-04-10,inactive
43558,66750,27299,2023-12-15,active
43559,16861,31922,2024-02-13,active
43560,46396,15072,2023-04-01,active
43561,55911,29656,2024-08-03,active
43562,63028,51322,2023-07-25,inactive
43563,527,75732,2023-08-05,inactive
43564,58807,43749,2023-06-28,active
43565,15495,40955,2023-08-14,inactive
43566,60156,7908,2024-11-20,active
43567,64182,16148,2023-08-12,inactive
43568,59250,41908,2023-05-09,active
43569,33260,62795,2024-10-09,active
43570,10110,68758,2023-02-22,active
43571,34685,21710,2023-03-29,active
43572,41076,11310,2024-11-30,active
43573,4005,23369,2024-06-13,active
43574,57493,58075,2024-07-09,active
43575,60167,21394,2024-11-08,active
43576,37113,65571,2024-11-06,active
43577,22678,40425,2023-01-09,inactive
43578,19259,24725,2023-12-10,active
43579,19681,40269,2024-07-07,inactive
43580,34728,40772,2024-01-13,inactive
43581,23065,78041,2024-02-10,inactive
43582,28285,40640,2024-06-04,active
43583,68651,45862,2024-06-29,active
43584,20652,52019,2024-07-10,active
43585,10742,39706,2023-09-02,active
43586,32129,37123,2024-05-27,active
43587,34283,11475,2024-05-04,active
43588,66501,46592,2024-09-08,active
43589,71755,78325,2024-03-25,active
43590,34659,17453,2023-09-18,inactive
43591,65836,18089,2023-07-15,inactive
43592,6264,66002,2024-11-13,active
43593,53560,39747,2023-08-17,inactive
43594,49389,48017,2024-09-14,active
43595,26915,49379,2023-01-13,inactive
43596,14021,54171,2023-04-20,active
43597,12054,33671,2024-07-07,inactive
43598,36993,53847,2024-08-28,active
43599,74338,79835,2024-04-01,active
43600,587,74276,2023-11-18,active
43601,33872,46342,2024-10-20,active
43602,55132,77024,2023-12-18,active
43603,25419,69261,2023-08-13,inactive
43604,37105,49506,2023-02-07,active
43605,73390,63985,2023-09-27,active
43606,33607,30168,2023-07-12,active
43607,70828,4333,2023-02-13,active
43608,30929,31546,2024-04-27,inactive
43609,69860,10415,2023-06-13,active
43610,72187,59231,2024-04-07,inactive
43611,33789,9181,2024-01-14,active
43612,11722,4586,2023-10-07,active
43613,56959,31722,2024-05-08,active
43614,18315,68194,2024-05-17,inactive
43615,70592,55500,2023-04-12,active
43616,46427,61364,2023-09-08,active
43617,2297,9638,2024-08-10,active
43618,35828,67576,2023-01-22,active
43619,41854,10847,2023-09-22,active
43620,33843,75543,2023-08-11,active
43621,67059,52995,2024-11-01,active
43622,57498,11407,2023-05-15,active
43623,20945,39949,2023-09-24,inactive
43624,41876,7934,2023-02-07,active
43625,45453,30191,2023-12-27,inactive
43626,38672,3191,2024-10-02,active
43627,30004,2884,2023-06-24,active
43628,25064,54493,2024-05-03,active
43629,762,38084,2024-06-16,inactive
43630,61566,38558,2024-06-11,active
43631,63641,50469,2024-03-11,active
43632,62384,73771,2023-04-23,active
43633,6353,77509,2023-03-31,inactive
43634,4628,78553,2024-01-15,active
43635,35569,11556,2023-04-09,active
43636,37370,14226,2023-05-14,inactive
43637,7795,68045,2023-09-29,active
43638,27270,7115,2023-11-09,inactive
43639,45460,17001,2023-07-01,active
43640,46713,58717,2024-02-11,active
43641,58150,32492,2023-10-26,active
43642,29977,46023,2023-03-07,active
43643,26125,79481,2023-03-15,active
43644,10062,3127,2023-11-30,active
43645,59748,24944,2023-04-30,active
43646,56999,30782,2023-11-06,active
43647,38414,1304,2024-04-29,active
43648,23510,28151,2023-09-13,inactive
43649,45611,30689,2023-11-19,active
43650,48640,11115,2023-08-03,inactive
43651,59504,15865,2024-09-07,active
43652,48357,43327,2023-03-05,active
43653,40779,65232,2024-03-25,active
43654,62618,32284,2024-06-12,active
43655,25426,66675,2024-04-12,active
43656,29882,51300,2023-05-09,active
43657,76802,63410,2023-08-03,inactive
43658,3428,36751,2024-01-22,active
43659,52027,16273,2023-05-11,active
43660,39144,61156,2024-02-28,active
43661,5892,35847,2023-04-27,active
43662,58497,64625,2024-10-11,active
43663,14933,54936,2024-05-23,active
43664,16599,73887,2024-05-30,active
43665,51601,34734,2024-04-05,active
43666,47129,39992,2024-05-26,active
43667,63819,70589,2023-08-16,active
43668,58803,25834,2024-01-10,inactive
43669,7151,24369,2024-10-07,active
43670,47087,40533,2023-07-24,inactive
43671,49954,60728,2024-04-16,active
43672,45027,24324,2023-12-20,inactive
43673,66207,26552,2023-05-30,active
43674,18518,4247,2024-06-13,active
43675,34113,56525,2024-04-11,active
43676,9632,64258,2024-08-13,active
