assessment_id,course_id,title,total_marks
51941,53485,Practice Test,75
51942,43008,Practice Test,100
51943,15143,Module Evaluation,50
51944,28656,Final Assessment,50
51945,33779,Final Assessment,75
51946,2390,Module Evaluation,100
51947,58832,Midterm Test,100
51948,12607,Practice Test,100
51949,33658,Practice Test,100
51950,15307,Course Test,100
51951,45184,Quiz 2,50
51952,23395,Midterm Test,75
51953,75644,Course Test,100
51954,3642,Quiz 2,75
51955,28880,Quiz 2,75
51956,71548,Practice Test,100
51957,29737,Module Evaluation,50
51958,23258,Practice Test,100
51959,39377,Final Assessment,50
51960,57930,Final Assessment,75
51961,14778,Practice Test,50
51962,55265,Course Test,75
51963,57015,Course Test,50
51964,40325,Quiz 1,75
51965,1751,Practice Test,75
51966,37526,Final Assessment,100
51967,26837,Midterm Test,50
51968,61951,Course Test,50
51969,48485,Practice Test,75
51970,69392,Midterm Test,50
51971,37802,Midterm Test,50
51972,78352,Quiz 2,75
51973,51647,Quiz 1,50
51974,4971,Module Evaluation,100
51975,28679,Final Assessment,50
51976,40107,Practice Test,100
51977,35652,Quiz 1,100
51978,71813,Practice Test,75
51979,60113,Module Evaluation,100
51980,64588,Practice Test,100
51981,54595,Midterm Test,100
51982,3861,Module Evaluation,50
51983,58480,Course Test,75
51984,42675,Course Test,50
51985,22978,Final Assessment,100
51986,58752,Module Evaluation,100
51987,62541,Module Evaluation,100
51988,64610,Quiz 2,50
51989,32413,Module Evaluation,75
51990,16093,Midterm Test,75
51991,21692,Final Assessment,100
51992,24576,Midterm Test,50
51993,28162,Practice Test,50
51994,38422,Final Assessment,100
51995,79119,Midterm Test,100
51996,38828,Final Assessment,100
51997,17029,Midterm Test,50
51998,26003,Midterm Test,75
51999,37115,Final Assessment,100
52000,1248,Module Evaluation,100
52001,52989,Midterm Test,75
52002,25470,Final Assessment,50
52003,68699,Practice Test,50
52004,76299,Course Test,75
52005,12508,Midterm Test,50
52006,30148,Quiz 1,75
52007,68939,Final Assessment,75
52008,21232,Practice Test,100
52009,6280,Practice Test,100
52010,42685,Practice Test,100
52011,67327,Practice Test,75
52012,50070,Practice Test,100
52013,20846,Module Evaluation,75
52014,16554,Course Test,75
52015,34923,Practice Test,75
52016,74965,Midterm Test,100
52017,61502,Quiz 1,50
52018,27280,Final Assessment,75
52019,3186,Midterm Test,100
52020,39838,Course Test,100
52021,66582,Midterm Test,100
52022,15306,Midterm Test,75
52023,13374,Module Evaluation,75
52024,53547,Course Test,50
52025,32658,Quiz 1,50
52026,57883,Course Test,50
52027,79037,Midterm Test,100
52028,49739,Final Assessment,50
52029,73555,Quiz 1,50
52030,5700,Practice Test,75
52031,28551,Quiz 2,75
52032,19115,Quiz 1,75
52033,4687,Module Evaluation,100
52034,73415,Module Evaluation,75
52035,59884,Midterm Test,75
52036,58078,Course Test,100
52037,64762,Final Assessment,75
52038,43712,Final Assessment,50
52039,33433,Midterm Test,50
52040,14562,Quiz 1,75
52041,29801,Quiz 2,100
52042,2307,Quiz 1,75
52043,69693,Midterm Test,75
52044,28961,Quiz 1,50
52045,25931,Quiz 1,75
52046,25424,Midterm Test,100
52047,46986,Practice Test,50
52048,73767,Practice Test,100
52049,46823,Course Test,50
52050,62588,Module Evaluation,50
52051,56727,Module Evaluation,50
52052,42334,Course Test,75
52053,76158,Practice Test,50
52054,78439,Practice Test,75
52055,25453,Final Assessment,75
52056,25170,Practice Test,100
52057,8809,Practice Test,50
52058,6573,Final Assessment,50
52059,42140,Quiz 1,100
52060,24882,Practice Test,100
52061,72691,Final Assessment,100
52062,29037,Midterm Test,75
52063,10046,Quiz 1,50
52064,12151,Course Test,100
52065,7477,Practice Test,75
52066,76890,Final Assessment,75
52067,70200,Final Assessment,75
52068,31734,Module Evaluation,50
52069,74444,Practice Test,75
52070,10931,Midterm Test,50
52071,64225,Final Assessment,75
52072,6742,Quiz 2,50
52073,2791,Quiz 1,50
52074,8389,Module Evaluation,75
52075,35967,Quiz 1,100
52076,5343,Midterm Test,75
52077,31313,Final Assessment,100
52078,67735,Course Test,50
52079,10432,Quiz 2,100
52080,71884,Module Evaluation,100
52081,79920,Quiz 1,50
52082,55840,Module Evaluation,50
52083,26740,Practice Test,75
52084,4275,Midterm Test,50
52085,14365,Course Test,100
52086,49369,Final Assessment,100
52087,19501,Course Test,75
52088,62372,Final Assessment,100
52089,31169,Module Evaluation,75
52090,33472,Quiz 1,75
52091,48169,Practice Test,100
52092,55116,Quiz 1,50
52093,6162,Quiz 2,50
52094,31518,Quiz 1,100
52095,75754,Course Test,50
52096,46234,Practice Test,50
52097,12455,Quiz 2,100
52098,40855,Quiz 1,50
52099,10027,Final Assessment,75
52100,77569,Midterm Test,50
52101,47332,Midterm Test,75
52102,76111,Course Test,75
52103,51556,Quiz 2,100
52104,42518,Practice Test,50
52105,24633,Module Evaluation,100
52106,57199,Quiz 2,100
52107,72918,Practice Test,50
52108,10174,Final Assessment,50
52109,17221,Quiz 2,100
52110,8826,Midterm Test,50
52111,35419,Final Assessment,50
52112,6123,Course Test,50
52113,5024,Course Test,50
52114,18854,Module Evaluation,50
52115,10833,Module Evaluation,75
52116,20634,Module Evaluation,75
52117,79974,Midterm Test,75
52118,37678,Quiz 2,75
52119,38823,Final Assessment,100
52120,33710,Module Evaluation,75
52121,63066,Course Test,75
52122,35214,Final Assessment,75
52123,46387,Midterm Test,100
52124,54130,Quiz 1,50
52125,49400,Quiz 2,75
52126,4811,Practice Test,50
52127,67413,Quiz 1,75
52128,47870,Quiz 2,50
52129,45703,Final Assessment,75
52130,12512,Midterm Test,100
52131,42567,Course Test,100
52132,60791,Module Evaluation,50
52133,40045,Course Test,100
52134,61567,Quiz 1,50
52135,76142,Quiz 1,50
52136,59400,Midterm Test,75
52137,30541,Quiz 2,75
52138,3297,Final Assessment,75
52139,73972,Quiz 1,50
52140,27291,Module Evaluation,75
52141,22707,Module Evaluation,50
52142,26542,Module Evaluation,50
52143,77945,Quiz 1,100
52144,73130,Midterm Test,75
52145,43904,Course Test,100
52146,38478,Midterm Test,50
52147,11983,Midterm Test,50
52148,52681,Final Assessment,75
52149,11055,Course Test,50
52150,41637,Course Test,50
52151,63097,Quiz 2,75
52152,28652,Final Assessment,100
52153,43827,Course Test,75
52154,43620,Practice Test,75
52155,64283,Module Evaluation,100
52156,59501,Final Assessment,100
52157,3187,Final Assessment,50
52158,52956,Quiz 2,75
52159,42962,Module Evaluation,75
52160,2538,Final Assessment,75
52161,58747,Midterm Test,50
52162,12398,Module Evaluation,100
52163,62162,Course Test,50
52164,51575,Quiz 1,100
52165,24785,Final Assessment,75
52166,66993,Final Assessment,50
52167,53109,Quiz 2,75
52168,44705,Quiz 2,50
52169,53174,Quiz 1,50
52170,21241,Course Test,75
52171,79675,Midterm Test,100
52172,54825,Course Test,100
52173,30738,Quiz 2,50
52174,12589,Practice Test,75
52175,46624,Quiz 1,50
52176,37099,Final Assessment,100
52177,45365,Quiz 2,100
52178,3962,Final Assessment,100
52179,77473,Practice Test,50
52180,3694,Course Test,50
52181,57623,Quiz 2,50
52182,50366,Final Assessment,100
52183,37983,Course Test,75
52184,42965,Quiz 2,50
52185,3698,Course Test,50
52186,10844,Practice Test,50
52187,66357,Practice Test,75
52188,69782,Quiz 2,100
52189,27026,Midterm Test,100
52190,14699,Practice Test,50
52191,37014,Course Test,100
52192,60003,Final Assessment,50
52193,51125,Final Assessment,75
52194,2857,Course Test,100
52195,45122,Quiz 1,50
52196,79670,Quiz 1,50
52197,7419,Module Evaluation,100
52198,68272,Module Evaluation,75
52199,15389,Practice Test,100
52200,45181,Quiz 1,100
52201,29964,Final Assessment,50
52202,3314,Quiz 2,100
52203,59651,Module Evaluation,100
52204,52888,Midterm Test,100
52205,70399,Quiz 2,100
52206,50843,Course Test,100
52207,6210,Practice Test,75
52208,36785,Midterm Test,50
52209,65313,Midterm Test,50
52210,72461,Final Assessment,75
52211,75083,Quiz 2,50
52212,33564,Midterm Test,100
52213,44050,Quiz 1,100
52214,25651,Midterm Test,75
52215,71946,Midterm Test,100
52216,30431,Module Evaluation,100
52217,58395,Practice Test,50
52218,46010,Quiz 2,75
52219,36272,Module Evaluation,75
52220,69832,Quiz 1,75
52221,30607,Practice Test,100
52222,210,Final Assessment,50
52223,44577,Quiz 2,50
52224,79639,Practice Test,100
52225,29747,Practice Test,100
52226,72007,Practice Test,100
52227,59059,Quiz 1,75
52228,25684,Midterm Test,100
52229,72279,Midterm Test,50
52230,47851,Quiz 1,50
52231,19130,Course Test,75
52232,31291,Final Assessment,50
52233,20402,Midterm Test,50
52234,12928,Practice Test,75
52235,45746,Practice Test,50
52236,15710,Course Test,75
52237,35048,Quiz 2,75
52238,25980,Midterm Test,50
52239,19733,Final Assessment,100
52240,75752,Practice Test,75
52241,16204,Quiz 2,75
52242,22228,Practice Test,100
52243,61121,Module Evaluation,100
52244,66738,Course Test,50
52245,60316,Course Test,75
52246,73645,Course Test,100
52247,1155,Course Test,100
52248,23944,Quiz 1,100
52249,17151,Midterm Test,50
52250,502,Quiz 2,50
52251,8353,Quiz 2,100
52252,51365,Midterm Test,50
52253,4316,Module Evaluation,50
52254,40322,Practice Test,100
52255,72046,Midterm Test,100
52256,30613,Quiz 1,100
52257,18584,Quiz 1,50
52258,7668,Quiz 2,50
52259,39025,Course Test,75
52260,13075,Course Test,50
52261,36394,Practice Test,100
52262,79992,Midterm Test,50
52263,27980,Practice Test,75
52264,17729,Midterm Test,50
52265,65727,Practice Test,50
52266,44687,Final Assessment,75
52267,6969,Practice Test,50
52268,74247,Practice Test,100
52269,46447,Final Assessment,75
52270,8951,Practice Test,50
52271,15131,Final Assessment,50
52272,44031,Quiz 1,75
52273,55684,Practice Test,50
52274,36655,Quiz 2,100
52275,3217,Course Test,100
52276,73018,Quiz 2,50
52277,61405,Quiz 2,75
52278,9963,Practice Test,100
52279,42364,Module Evaluation,100
52280,11533,Quiz 2,100
52281,14919,Module Evaluation,75
52282,935,Midterm Test,75
52283,51149,Quiz 1,50
52284,16590,Midterm Test,100
52285,37815,Course Test,100
52286,34354,Final Assessment,50
52287,23098,Course Test,100
52288,60972,Final Assessment,100
52289,60620,Quiz 1,100
52290,78134,Course Test,50
52291,44683,Quiz 2,50
52292,37186,Practice Test,50
52293,32486,Final Assessment,50
52294,53617,Course Test,100
52295,22106,Midterm Test,50
52296,47695,Practice Test,100
52297,31254,Practice Test,100
52298,32946,Practice Test,50
52299,35835,Quiz 2,100
52300,53834,Practice Test,75
52301,31197,Midterm Test,100
52302,19886,Module Evaluation,75
52303,42452,Final Assessment,75
52304,34280,Midterm Test,75
52305,35859,Final Assessment,75
52306,40096,Midterm Test,50
52307,73736,Practice Test,100
52308,34229,Course Test,75
52309,23490,Quiz 2,50
52310,72558,Quiz 2,100
52311,54203,Final Assessment,75
52312,63220,Midterm Test,50
52313,8861,Midterm Test,100
52314,42408,Quiz 1,75
52315,56680,Final Assessment,100
52316,52678,Practice Test,100
52317,2831,Quiz 2,50
52318,65066,Module Evaluation,75
52319,60300,Practice Test,100
52320,74575,Quiz 1,100
52321,74519,Midterm Test,75
52322,861,Quiz 2,100
52323,41561,Practice Test,100
52324,74660,Module Evaluation,75
52325,17668,Module Evaluation,50
52326,57358,Practice Test,50
52327,39889,Quiz 2,100
52328,17985,Midterm Test,100
52329,53835,Module Evaluation,50
52330,60357,Final Assessment,75
52331,17145,Module Evaluation,50
52332,50599,Quiz 1,50
52333,50012,Course Test,50
52334,10601,Practice Test,50
52335,72086,Quiz 2,100
52336,48489,Final Assessment,50
52337,74745,Midterm Test,100
52338,47501,Quiz 2,50
52339,43171,Module Evaluation,75
52340,79621,Final Assessment,100
52341,47070,Quiz 2,75
52342,54189,Quiz 2,50
52343,45321,Course Test,75
52344,38254,Module Evaluation,100
52345,54307,Course Test,100
52346,9612,Quiz 1,50
52347,30778,Quiz 2,100
52348,6187,Quiz 2,50
52349,70220,Module Evaluation,50
52350,42611,Quiz 2,50
52351,21186,Module Evaluation,75
52352,58149,Final Assessment,100
52353,51321,Module Evaluation,100
52354,54947,Module Evaluation,75
52355,33062,Final Assessment,50
52356,57466,Course Test,50
52357,55182,Quiz 1,50
52358,74290,Midterm Test,50
52359,8979,Final Assessment,75
52360,68320,Quiz 2,75
52361,24216,Midterm Test,50
52362,64767,Practice Test,75
52363,3059,Quiz 2,100
52364,75193,Midterm Test,50
52365,49515,Midterm Test,50
52366,34777,Midterm Test,75
52367,5283,Quiz 2,50
52368,10231,Module Evaluation,75
52369,77369,Quiz 2,75
52370,2307,Module Evaluation,100
52371,48452,Quiz 2,100
52372,11588,Midterm Test,50
52373,70389,Final Assessment,75
52374,46957,Module Evaluation,100
52375,49432,Quiz 2,100
52376,52514,Practice Test,75
52377,55904,Midterm Test,50
52378,58172,Practice Test,75
52379,67314,Course Test,50
52380,45494,Quiz 1,50
52381,34860,Course Test,50
52382,21027,Course Test,50
52383,28927,Practice Test,100
52384,30691,Practice Test,100
52385,23791,Quiz 2,100
52386,1933,Final Assessment,100
52387,22244,Course Test,75
52388,7084,Course Test,50
52389,59335,Course Test,100
52390,10815,Practice Test,100
52391,24074,Module Evaluation,100
52392,31959,Course Test,75
52393,44685,Module Evaluation,50
52394,68976,Module Evaluation,50
52395,67264,Quiz 1,50
52396,3171,Practice Test,75
52397,67788,Quiz 2,100
52398,22351,Practice Test,100
52399,27706,Final Assessment,75
52400,58704,Midterm Test,50
52401,9268,Final Assessment,75
52402,2024,Quiz 1,100
52403,38654,Quiz 2,75
52404,58700,Practice Test,50
52405,53889,Quiz 1,75
52406,6414,Module Evaluation,100
52407,33280,Quiz 2,75
52408,74702,Practice Test,75
52409,79879,Midterm Test,75
52410,40371,Midterm Test,50
52411,2115,Module Evaluation,75
52412,35208,Course Test,100
52413,79744,Quiz 1,100
52414,45420,Module Evaluation,75
52415,28462,Midterm Test,100
52416,9710,Final Assessment,50
52417,51888,Midterm Test,100
52418,78905,Final Assessment,75
52419,9587,Quiz 2,100
52420,45635,Quiz 2,50
52421,70666,Final Assessment,75
52422,3499,Quiz 1,50
52423,40791,Course Test,50
52424,34003,Course Test,75
52425,30658,Final Assessment,100
52426,35903,Practice Test,75
52427,34159,Quiz 1,75
52428,32218,Quiz 1,50
52429,16206,Module Evaluation,75
52430,54497,Course Test,50
52431,2822,Final Assessment,50
52432,35115,Quiz 2,75
52433,21553,Quiz 2,50
52434,48651,Quiz 1,100
52435,33044,Practice Test,50
52436,2231,Module Evaluation,50
52437,26923,Module Evaluation,100
52438,29595,Course Test,100
52439,22726,Final Assessment,50
52440,52125,Quiz 2,50
52441,27742,Practice Test,100
52442,511,Quiz 1,50
52443,69272,Module Evaluation,75
52444,30932,Quiz 1,100
52445,22313,Midterm Test,75
52446,40521,Final Assessment,75
52447,25656,Course Test,100
52448,23009,Practice Test,75
52449,62418,Midterm Test,75
52450,55999,Quiz 1,100
52451,19745,Module Evaluation,75
52452,17212,Final Assessment,75
52453,68506,Quiz 1,100
52454,58675,Midterm Test,50
52455,62910,Course Test,75
52456,58340,Course Test,100
52457,9363,Module Evaluation,75
52458,4074,Practice Test,50
52459,32811,Midterm Test,100
52460,52769,Quiz 1,75
52461,9820,Midterm Test,50
52462,50677,Module Evaluation,100
52463,22733,Quiz 2,50
52464,5158,Practice Test,75
52465,76446,Quiz 2,50
52466,75781,Quiz 1,50
52467,30813,Practice Test,50
52468,5092,Module Evaluation,100
52469,75147,Quiz 1,50
52470,28859,Practice Test,100
52471,6729,Final Assessment,50
52472,65958,Practice Test,100
52473,8573,Course Test,75
52474,63038,Module Evaluation,50
52475,10327,Module Evaluation,75
52476,21215,Quiz 2,75
52477,19120,Midterm Test,50
52478,21895,Practice Test,50
52479,53106,Practice Test,50
52480,78319,Midterm Test,75
52481,35282,Course Test,50
52482,34279,Quiz 2,50
52483,10456,Practice Test,100
52484,75638,Course Test,50
52485,13199,Quiz 2,50
52486,72391,Module Evaluation,75
52487,35483,Module Evaluation,75
52488,41057,Midterm Test,75
52489,49667,Quiz 2,100
52490,31868,Quiz 1,100
52491,32454,Quiz 1,75
52492,72909,Midterm Test,50
52493,77187,Final Assessment,75
52494,51281,Quiz 2,100
52495,511,Course Test,75
52496,33078,Practice Test,50
52497,33871,Midterm Test,75
52498,55681,Quiz 1,50
52499,15194,Midterm Test,100
52500,10516,Course Test,50
52501,56674,Final Assessment,50
52502,4586,Course Test,75
52503,20752,Course Test,75
52504,7880,Course Test,75
52505,43647,Module Evaluation,100
52506,28254,Midterm Test,100
52507,37081,Quiz 1,75
52508,3869,Practice Test,50
52509,60466,Module Evaluation,75
52510,4513,Practice Test,100
52511,21956,Module Evaluation,50
52512,18156,Midterm Test,50
52513,25324,Quiz 1,75
52514,3728,Module Evaluation,75
52515,47071,Module Evaluation,100
52516,77453,Final Assessment,100
52517,19791,Final Assessment,100
52518,18449,Practice Test,50
52519,59171,Quiz 1,100
52520,50142,Practice Test,50
52521,69793,Quiz 1,75
52522,39586,Midterm Test,75
52523,1152,Midterm Test,75
52524,3833,Quiz 1,50
52525,51626,Quiz 1,75
52526,6705,Midterm Test,50
52527,70384,Midterm Test,75
52528,51127,Module Evaluation,100
52529,3296,Course Test,100
52530,72168,Midterm Test,50
52531,31265,Quiz 2,50
52532,49415,Practice Test,100
52533,74445,Final Assessment,75
52534,60896,Final Assessment,100
52535,45879,Module Evaluation,100
52536,29883,Quiz 1,50
52537,39019,Final Assessment,100
52538,52434,Practice Test,100
52539,39941,Practice Test,100
52540,56720,Practice Test,50
52541,18288,Practice Test,100
52542,50807,Final Assessment,75
52543,28156,Quiz 1,75
52544,3956,Midterm Test,75
52545,34951,Midterm Test,100
52546,28390,Final Assessment,100
52547,11229,Final Assessment,50
52548,37545,Quiz 2,100
52549,2808,Course Test,100
52550,48882,Course Test,100
52551,34938,Practice Test,75
52552,23048,Final Assessment,100
52553,47644,Module Evaluation,100
52554,62255,Quiz 1,100
52555,33709,Quiz 1,75
52556,35205,Final Assessment,50
52557,17695,Quiz 1,100
52558,26167,Midterm Test,75
52559,41736,Course Test,75
52560,20909,Quiz 1,100
52561,25929,Course Test,75
52562,14466,Final Assessment,75
52563,44837,Final Assessment,50
52564,10621,Module Evaluation,100
52565,38915,Quiz 2,100
52566,31309,Final Assessment,100
52567,31019,Quiz 2,75
52568,24427,Course Test,50
52569,2228,Course Test,75
52570,22474,Module Evaluation,100
52571,61541,Quiz 1,100
52572,60288,Midterm Test,75
52573,39913,Course Test,50
52574,40091,Quiz 1,50
52575,8183,Course Test,50
52576,75630,Quiz 1,75
52577,35492,Practice Test,75
52578,63229,Quiz 1,50
52579,26206,Practice Test,100
52580,10616,Final Assessment,50
52581,74165,Final Assessment,50
52582,28287,Practice Test,75
52583,53415,Final Assessment,100
52584,1273,Practice Test,100
52585,71273,Final Assessment,75
52586,75339,Practice Test,75
52587,37713,Practice Test,75
52588,14780,Final Assessment,75
52589,73322,Midterm Test,50
52590,19899,Practice Test,100
52591,4962,Practice Test,75
52592,44855,Final Assessment,50
52593,19581,Course Test,100
52594,10341,Quiz 2,75
52595,46013,Quiz 1,100
52596,13503,Module Evaluation,75
52597,50884,Course Test,100
52598,39972,Quiz 2,50
52599,76820,Module Evaluation,75
52600,74916,Midterm Test,100
52601,67080,Quiz 1,100
52602,57733,Quiz 1,100
52603,74432,Course Test,100
52604,66582,Course Test,75
52605,34299,Module Evaluation,75
52606,49159,Midterm Test,100
52607,76982,Course Test,100
52608,38762,Quiz 2,50
52609,3482,Final Assessment,100
52610,73280,Quiz 2,100
52611,70647,Course Test,50
52612,60916,Final Assessment,100
52613,47204,Midterm Test,100
52614,75822,Practice Test,100
52615,24921,Practice Test,75
52616,6621,Quiz 2,75
52617,28754,Course Test,50
52618,28721,Quiz 2,75
52619,6913,Practice Test,100
52620,11583,Quiz 1,50
52621,26749,Final Assessment,50
52622,54777,Practice Test,50
52623,77984,Course Test,100
52624,27388,Midterm Test,75
52625,8213,Quiz 1,100
52626,1348,Practice Test,75
52627,5060,Course Test,50
52628,10299,Course Test,50
52629,19160,Course Test,100
52630,43714,Module Evaluation,100
52631,8560,Quiz 1,75
52632,3740,Module Evaluation,100
52633,51630,Final Assessment,75
52634,10153,Quiz 2,75
52635,73365,Final Assessment,50
52636,79428,Module Evaluation,75
52637,20707,Practice Test,100
52638,5998,Practice Test,100
52639,55760,Final Assessment,50
52640,52316,Course Test,50
52641,71195,Midterm Test,100
52642,57814,Final Assessment,100
52643,44151,Final Assessment,75
52644,13559,Quiz 1,75
52645,6435,Final Assessment,75
52646,43989,Quiz 2,100
52647,5828,Final Assessment,100
52648,4560,Module Evaluation,75
52649,64791,Quiz 1,75
52650,20409,Course Test,75
52651,20125,Midterm Test,75
52652,71692,Module Evaluation,75
52653,12573,Course Test,100
52654,42347,Midterm Test,100
52655,13953,Module Evaluation,75
52656,28419,Quiz 1,100
52657,79511,Quiz 2,100
52658,73077,Quiz 2,75
52659,48732,Final Assessment,100
52660,69951,Midterm Test,75
52661,24032,Course Test,75
52662,27779,Quiz 1,100
52663,34856,Practice Test,75
52664,17483,Quiz 1,75
52665,33432,Quiz 2,75
52666,79075,Final Assessment,75
52667,46078,Midterm Test,50
52668,58615,Practice Test,75
52669,25917,Course Test,50
52670,67250,Quiz 2,100
52671,52575,Quiz 2,100
52672,27756,Quiz 1,50
52673,53850,Quiz 1,50
52674,27096,Practice Test,75
52675,64259,Final Assessment,50
52676,75670,Quiz 2,100
52677,10722,Practice Test,50
52678,13378,Practice Test,75
52679,6740,Final Assessment,75
52680,38837,Module Evaluation,75
52681,32924,Quiz 1,100
52682,72807,Midterm Test,100
52683,34438,Final Assessment,75
52684,62455,Module Evaluation,50
52685,37012,Course Test,50
52686,45706,Quiz 2,50
52687,7359,Midterm Test,75
52688,44380,Final Assessment,100
52689,70832,Practice Test,75
52690,53492,Quiz 1,50
52691,52721,Final Assessment,100
52692,27151,Quiz 2,50
52693,52695,Midterm Test,100
52694,48034,Midterm Test,75
52695,50561,Module Evaluation,50
52696,20167,Midterm Test,75
52697,75591,Quiz 2,100
52698,10786,Practice Test,100
52699,28822,Quiz 2,75
52700,38398,Final Assessment,50
52701,52761,Quiz 1,100
52702,45982,Quiz 1,50
52703,60399,Final Assessment,100
52704,27458,Final Assessment,75
52705,13184,Quiz 1,100
52706,56700,Practice Test,100
52707,22798,Practice Test,75
52708,61898,Final Assessment,100
52709,48298,Course Test,50
52710,21142,Midterm Test,75
52711,55875,Module Evaluation,100
52712,39202,Quiz 1,100
52713,43131,Midterm Test,75
52714,20900,Quiz 1,100
52715,46767,Final Assessment,75
52716,76863,Final Assessment,50
52717,70141,Midterm Test,50
52718,11055,Quiz 1,75
52719,72128,Practice Test,75
52720,23347,Midterm Test,75
52721,22647,Quiz 1,75
52722,42627,Course Test,50
52723,15257,Quiz 1,75
52724,24849,Midterm Test,100
52725,44209,Course Test,100
52726,61213,Quiz 1,50
52727,69476,Quiz 1,75
52728,52116,Final Assessment,100
52729,46623,Quiz 1,50
52730,57545,Quiz 2,50
52731,74722,Quiz 1,50
52732,65412,Final Assessment,100
52733,15384,Quiz 2,100
52734,8706,Final Assessment,100
52735,70058,Quiz 2,100
52736,49346,Midterm Test,100
52737,74620,Quiz 2,100
52738,69830,Final Assessment,75
52739,51021,Practice Test,100
52740,13271,Quiz 2,50
52741,9023,Course Test,100
52742,1706,Midterm Test,75
52743,26344,Quiz 2,100
52744,19636,Midterm Test,75
52745,24670,Quiz 2,50
52746,41341,Quiz 1,75
52747,28685,Practice Test,75
52748,56972,Final Assessment,75
52749,74748,Quiz 1,75
52750,61679,Final Assessment,50
52751,74323,Midterm Test,75
52752,46040,Course Test,50
52753,38610,Module Evaluation,75
52754,71016,Quiz 1,75
52755,8924,Quiz 2,75
52756,78776,Module Evaluation,50
52757,5140,Module Evaluation,75
52758,42956,Midterm Test,50
52759,49123,Final Assessment,100
52760,67777,Course Test,75
52761,13095,Practice Test,100
52762,22204,Midterm Test,50
52763,31768,Practice Test,75
52764,72914,Final Assessment,50
52765,10991,Final Assessment,75
52766,66066,Final Assessment,75
52767,71290,Module Evaluation,100
52768,41250,Quiz 2,100
52769,4633,Final Assessment,75
52770,61602,Course Test,50
52771,44678,Practice Test,50
52772,78353,Module Evaluation,100
52773,66536,Module Evaluation,50
52774,65376,Midterm Test,100
52775,7261,Course Test,50
52776,16464,Final Assessment,75
52777,45455,Quiz 2,75
52778,3960,Midterm Test,100
52779,4155,Quiz 1,100
52780,34733,Quiz 1,50
52781,60013,Quiz 1,50
52782,78691,Midterm Test,50
52783,3645,Course Test,100
52784,56132,Practice Test,100
52785,6305,Midterm Test,75
52786,65942,Course Test,75
52787,11627,Midterm Test,50
52788,17893,Quiz 2,50
52789,32539,Midterm Test,50
52790,74553,Final Assessment,50
52791,49697,Midterm Test,100
52792,75477,Quiz 1,75
52793,21099,Module Evaluation,100
52794,33241,Practice Test,50
52795,19796,Quiz 1,75
52796,40815,Quiz 1,100
52797,62702,Quiz 2,75
52798,28129,Quiz 2,75
52799,72577,Module Evaluation,75
52800,28228,Final Assessment,75
52801,54136,Final Assessment,100
52802,77951,Course Test,100
52803,15087,Practice Test,50
52804,33662,Quiz 2,75
52805,54426,Module Evaluation,75
52806,22863,Module Evaluation,75
52807,72217,Quiz 2,100
52808,47392,Quiz 1,50
52809,2211,Quiz 2,100
52810,22807,Module Evaluation,75
52811,77504,Final Assessment,75
52812,38136,Quiz 2,75
52813,78385,Practice Test,50
52814,70848,Practice Test,75
52815,53707,Module Evaluation,75
52816,13119,Midterm Test,75
52817,55013,Quiz 2,75
52818,38677,Quiz 2,50
52819,63213,Midterm Test,100
52820,20679,Midterm Test,75
52821,31288,Module Evaluation,50
52822,61529,Course Test,100
52823,40072,Final Assessment,100
52824,1062,Quiz 1,100
52825,42367,Course Test,75
52826,70806,Quiz 2,75
52827,39333,Midterm Test,75
52828,60225,Practice Test,50
52829,4602,Course Test,100
52830,16379,Course Test,100
52831,63287,Course Test,50
52832,75338,Quiz 2,75
52833,45151,Practice Test,50
52834,45709,Course Test,50
52835,78719,Midterm Test,100
52836,34395,Midterm Test,75
52837,76165,Practice Test,100
52838,2825,Quiz 2,75
52839,11233,Course Test,75
52840,65684,Final Assessment,100
52841,37509,Final Assessment,75
52842,23941,Module Evaluation,50
52843,17439,Midterm Test,100
52844,33163,Quiz 2,75
52845,33072,Module Evaluation,50
52846,69286,Module Evaluation,50
52847,551,Course Test,50
52848,69589,Midterm Test,100
52849,16374,Practice Test,75
52850,64421,Course Test,100
52851,75429,Module Evaluation,75
52852,69839,Quiz 2,50
52853,67402,Practice Test,50
52854,51820,Course Test,75
52855,47814,Practice Test,100
52856,13989,Final Assessment,100
52857,607,Midterm Test,50
52858,59161,Course Test,100
52859,64563,Quiz 2,100
52860,9284,Quiz 1,100
52861,10596,Quiz 1,100
52862,61123,Midterm Test,75
52863,54523,Midterm Test,75
52864,15987,Quiz 1,100
52865,57837,Quiz 2,100
52866,70673,Final Assessment,75
52867,61230,Course Test,50
52868,66124,Quiz 2,75
52869,77786,Practice Test,100
52870,21356,Quiz 1,50
52871,26905,Course Test,100
52872,63581,Quiz 1,75
52873,65561,Course Test,100
52874,43275,Quiz 1,100
52875,32356,Course Test,75
52876,41627,Practice Test,100
52877,78615,Final Assessment,100
52878,27710,Module Evaluation,100
52879,2624,Practice Test,50
52880,34706,Quiz 1,100
52881,42226,Course Test,50
52882,71410,Module Evaluation,100
52883,30268,Course Test,100
52884,59697,Quiz 1,100
52885,20161,Final Assessment,100
52886,69892,Course Test,75
52887,54165,Midterm Test,100
52888,55645,Quiz 1,50
52889,45602,Course Test,75
52890,63362,Final Assessment,100
52891,50708,Quiz 1,75
52892,13940,Course Test,100
52893,7243,Course Test,100
